ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075848978::Type,1075848986::Value,1075849001::Min,1075849002::Max,1075849003::Error Message,1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075849713::Is Detach,1075849714::Quote Value,1075849715::Invert Expression,1075849722::Is Not For Replication,1075850193::Dependent Objects  [read only],1075850516::User Formatted Name  [read only],1075850737::Schema,1075852160::Generate Using Bind,1075852278::Extended Notes Order  [read only]
"1075839020::1065","CK_BillOfMaterials_ProductAssemblyID",Validation Rule,"","CK_BillOfMaterials_ProductAssemblyID","User-Defined","[ProductAssemblyID]<>[ComponentID]","","","","","","","CK_BillOfMaterials_ProductAssemblyID","","","","","CK_BillOfMaterials_ProductAssemblyID","CK_BillOfMaterials_ProductAssemblyID","Production","false",""
